frame_all		Andy_frames_unique	Andy_size	Tommy_frame	Tommy_size	Red_frames	Red_size	Norton_frames	Norton_size	Bogs_frames	Bogs_size	Skeet_frames	Skeet_size	"start scene: 0, andy mean size: 223.0"	223	"start scene: 0, tommy mean size: 0"	0	"start scene: 0, red mean size: 0"	0
frame03065.jpg		andy_frame19747.jpg	463			red_frame40363.jpg	223												
frame03066.jpg		andy_frame19748.jpg	463			red_frame40364.jpg	223												
frame03067.jpg		andy_frame19749.jpg	463			red_frame40365.jpg	223												
frame03068.jpg		andy_frame19750.jpg	463			red_frame40366.jpg	223												
frame03069.jpg		andy_frame19751.jpg	385			red_frame40367.jpg	223												
frame03070.jpg		andy_frame19752.jpg	385			red_frame40368.jpg	223												
frame03071.jpg		andy_frame19753.jpg	385			red_frame40369.jpg	223												
frame03072.jpg		andy_frame19754.jpg	385			red_frame40370.jpg	223												
frame03073.jpg		andy_frame19755.jpg	385			red_frame40371.jpg	223												
frame03074.jpg		andy_frame19756.jpg	386			red_frame40372.jpg	223												
frame03075.jpg		andy_frame19757.jpg	462			red_frame40373.jpg	223												
frame03076.jpg		andy_frame19758.jpg	385			red_frame40374.jpg	223												
frame03077.jpg		andy_frame19759.jpg	385			red_frame40375.jpg	223												
frame03078.jpg		andy_frame19760.jpg	385			red_frame40376.jpg	223												
frame03079.jpg		andy_frame19761.jpg	385			red_frame40377.jpg	223												
frame03080.jpg		andy_frame19762.jpg	385			red_frame40378.jpg	223												
frame03081.jpg		andy_frame19763.jpg	386			red_frame40379.jpg	223												
frame03082.jpg		andy_frame19764.jpg	385			red_frame40380.jpg	223												
frame03083.jpg		andy_frame19765.jpg	385			red_frame40381.jpg	223												
frame03084.jpg		andy_frame19766.jpg	385			red_frame40382.jpg	223												
frame03085.jpg		andy_frame19767.jpg	385			red_frame40383.jpg	223												
frame03086.jpg		andy_frame19768.jpg	462			red_frame40384.jpg	223												
frame03087.jpg		andy_frame19769.jpg	462			red_frame40385.jpg	223												
frame03088.jpg		andy_frame19774.jpg	385			red_frame40386.jpg	223												
frame03089.jpg		andy_frame19775.jpg	385			red_frame40387.jpg	223												
frame03090.jpg		andy_frame19802.jpg	385			red_frame40388.jpg	223												
frame03091.jpg		andy_frame19803.jpg	385			red_frame40389.jpg	223												
frame03092.jpg		andy_frame19804.jpg	385			red_frame40390.jpg	223												
frame03093.jpg		andy_frame19805.jpg	385			red_frame40391.jpg	223												
frame03094.jpg		andy_frame19806.jpg	385			red_frame40392.jpg	223												
frame03095.jpg		andy_frame19807.jpg	385			red_frame40393.jpg	223												
frame03096.jpg		andy_frame19808.jpg	385			red_frame40394.jpg	267												
frame03097.jpg		andy_frame19809.jpg	385			red_frame40395.jpg	267												
frame03098.jpg		andy_frame19810.jpg	385			red_frame40396.jpg	267												
frame03099.jpg		andy_frame19811.jpg	385			red_frame40397.jpg	267												
frame03100.jpg		andy_frame19812.jpg	385			red_frame40398.jpg	267												
frame03101.jpg		andy_frame19813.jpg	385			red_frame40399.jpg	267												
frame03102.jpg		andy_frame19814.jpg	385			red_frame40400.jpg	267												
frame03103.jpg		andy_frame19815.jpg	385			red_frame40401.jpg	267												
frame03104.jpg		andy_frame19816.jpg	385			red_frame40402.jpg	267												
frame03105.jpg		andy_frame19817.jpg	385			red_frame40403.jpg	267												
frame03106.jpg		andy_frame19818.jpg	385			red_frame40404.jpg	267												
frame03107.jpg		andy_frame19819.jpg	385			red_frame40405.jpg	267												
frame03108.jpg		andy_frame19820.jpg	385			red_frame40406.jpg	267												
frame03109.jpg		andy_frame19821.jpg	385			red_frame40407.jpg	267												
frame03110.jpg		andy_frame19822.jpg	385			red_frame40408.jpg	267												
frame03111.jpg		andy_frame19823.jpg	385			red_frame40409.jpg	267												
frame03112.jpg		andy_frame19824.jpg	385			red_frame40410.jpg	267												
frame03113.jpg		andy_frame19825.jpg	385			red_frame40411.jpg	267												
frame03114.jpg		andy_frame19826.jpg	385			red_frame40412.jpg	267												
frame03115.jpg		andy_frame19827.jpg	385			red_frame40413.jpg	267												
frame03116.jpg		andy_frame19828.jpg	385			red_frame40414.jpg	267												
frame03117.jpg		andy_frame19829.jpg	385			red_frame40415.jpg	321												
frame03118.jpg		andy_frame19830.jpg	385			red_frame40416.jpg	267												
frame03119.jpg		andy_frame19831.jpg	385			red_frame40417.jpg	267												
frame03120.jpg		andy_frame19832.jpg	385			red_frame40418.jpg	267												
frame03121.jpg		andy_frame19833.jpg	385			red_frame40419.jpg	267												
frame03122.jpg		andy_frame19834.jpg	385			red_frame40420.jpg	321												
frame03123.jpg		andy_frame19835.jpg	385			red_frame40421.jpg	321												
frame03124.jpg		andy_frame19836.jpg	385			red_frame40422.jpg	321												
frame03125.jpg		andy_frame19837.jpg	385			red_frame40423.jpg	321												
frame03126.jpg		andy_frame19838.jpg	385			red_frame40424.jpg	321												
frame03127.jpg		andy_frame19839.jpg	385			red_frame40425.jpg	321												
frame03128.jpg		andy_frame19840.jpg	385			red_frame40426.jpg	321												
frame03129.jpg		andy_frame19841.jpg	385			red_frame40427.jpg	321												
frame03130.jpg		andy_frame19842.jpg	385			red_frame40428.jpg	321												
frame03131.jpg		andy_frame19879.jpg	385			red_frame40429.jpg	321												
frame03132.jpg		andy_frame19880.jpg	385			red_frame40430.jpg	321												
frame03133.jpg		andy_frame19903.jpg	385			red_frame40431.jpg	321												
frame03134.jpg		andy_frame19905.jpg	385			red_frame40432.jpg	321												
frame03135.jpg		andy_frame19925.jpg	385			red_frame40433.jpg	321												
frame03136.jpg		andy_frame19926.jpg	385			red_frame40434.jpg	321												
frame03137.jpg		andy_frame19927.jpg	385			red_frame40435.jpg	321												
frame03138.jpg		andy_frame19928.jpg	385			red_frame40436.jpg	321												
frame03139.jpg		andy_frame19929.jpg	385			red_frame40437.jpg	321												
frame03140.jpg		andy_frame19930.jpg	385			red_frame40438.jpg	321												
frame03141.jpg		andy_frame19931.jpg	385			red_frame40439.jpg	321												
frame03142.jpg		andy_frame19932.jpg	385			red_frame40440.jpg	321												
frame03143.jpg		andy_frame19933.jpg	385			red_frame40441.jpg	321												
frame03144.jpg		andy_frame19934.jpg	385			red_frame40442.jpg	321												
frame03145.jpg		andy_frame19935.jpg	385			red_frame40443.jpg	321												
frame03146.jpg		andy_frame19936.jpg	385			red_frame40444.jpg	321												
frame03147.jpg		andy_frame19940.jpg	385			red_frame40445.jpg	321												
frame03148.jpg		andy_frame19941.jpg	385			red_frame40446.jpg	321												
frame03149.jpg		andy_frame19942.jpg	385			red_frame40447.jpg	321												
frame03150.jpg		andy_frame20013.jpg	385			red_frame40448.jpg	321												
frame03151.jpg		andy_frame20015.jpg	385			red_frame40449.jpg	321												
frame03152.jpg		andy_frame20016.jpg	385			red_frame40450.jpg	321												
frame03153.jpg		andy_frame20017.jpg	385			red_frame40451.jpg	385												
frame03154.jpg		andy_frame20018.jpg	385			red_frame40452.jpg	321												
frame03155.jpg		andy_frame20019.jpg	385			red_frame40453.jpg	385												
frame03156.jpg		andy_frame20020.jpg	385			red_frame40454.jpg	321												
frame03157.jpg		andy_frame20021.jpg	385			red_frame40455.jpg	385												
frame03158.jpg		andy_frame20022.jpg	385			red_frame40456.jpg	385												
frame03159.jpg		andy_frame20023.jpg	385			red_frame40457.jpg	385												
frame03160.jpg		andy_frame20024.jpg	385			red_frame40458.jpg	385												
frame03161.jpg		andy_frame20025.jpg	385			red_frame40459.jpg	385												
frame03162.jpg		andy_frame20026.jpg	385			red_frame40460.jpg	385												
frame03163.jpg		andy_frame20050.jpg	385			red_frame40461.jpg	385												
frame03164.jpg		andy_frame20051.jpg	385			red_frame40462.jpg	385												
frame03165.jpg		andy_frame20052.jpg	385			red_frame40463.jpg	385												
frame03166.jpg		andy_frame20053.jpg	385			red_frame40464.jpg	385												
frame03167.jpg		andy_frame20054.jpg	385			red_frame40465.jpg	385												
frame03168.jpg		andy_frame20074.jpg	385			red_frame40466.jpg	385												
frame03169.jpg		andy_frame20075.jpg	385			red_frame40467.jpg	385												
frame03170.jpg		andy_frame20076.jpg	385			red_frame40468.jpg	385												
frame03171.jpg		andy_frame20077.jpg	385			red_frame40469.jpg	385												
frame03172.jpg		andy_frame20078.jpg	385			red_frame40470.jpg	385												
frame03173.jpg		andy_frame20079.jpg	385			red_frame40471.jpg	385												
frame03174.jpg		andy_frame20080.jpg	385			red_frame40472.jpg	385												
frame03175.jpg		andy_frame20081.jpg	385			red_frame40473.jpg	321												
frame03176.jpg		andy_frame20083.jpg	385			red_frame40474.jpg	385												
frame03177.jpg		andy_frame20127.jpg	385			red_frame40475.jpg	385												
frame03178.jpg		andy_frame20128.jpg	385			red_frame40645.jpg	268												
frame03179.jpg		andy_frame20129.jpg	385			red_frame40646.jpg	268												
frame03180.jpg		andy_frame20130.jpg	385			red_frame40647.jpg	268												
frame03181.jpg		andy_frame20131.jpg	385			red_frame40648.jpg	268												
frame03182.jpg		andy_frame20132.jpg	385			red_frame40649.jpg	321												
frame03183.jpg		andy_frame20133.jpg	385			red_frame40650.jpg	321												
frame03184.jpg		andy_frame20134.jpg	385			red_frame40651.jpg	321												
frame03185.jpg		andy_frame20135.jpg	385			red_frame40652.jpg	321												
frame03186.jpg		andy_frame20136.jpg	385			red_frame40653.jpg	321												
frame03187.jpg		andy_frame20137.jpg	385			red_frame40749.jpg	222												
frame03188.jpg		andy_frame20174.jpg	385			red_frame40750.jpg	223												
frame03189.jpg		andy_frame20175.jpg	386			red_frame40751.jpg	223												
frame03190.jpg		andy_frame20176.jpg	385			red_frame40752.jpg	268												
frame03191.jpg		andy_frame20177.jpg	385			red_frame40753.jpg	223												
frame03192.jpg		andy_frame20178.jpg	385			red_frame40755.jpg	223												
frame03193.jpg		andy_frame20179.jpg	385			red_frame40756.jpg	223												
frame03194.jpg		andy_frame20180.jpg	385			red_frame40757.jpg	223												
frame03195.jpg		andy_frame20181.jpg	385			red_frame40758.jpg	223												
frame03196.jpg		andy_frame20720.jpg	385			red_frame40759.jpg	223												
frame03197.jpg		andy_frame20739.jpg	385			red_frame40760.jpg	223												
frame03198.jpg		andy_frame20740.jpg	386			red_frame40761.jpg	223												
frame03199.jpg		andy_frame20742.jpg	385			red_frame40762.jpg	185												
frame03200.jpg		andy_frame20743.jpg	385			red_frame40763.jpg	223												
frame03201.jpg		andy_frame20744.jpg	385			red_frame40764.jpg	223												
frame03202.jpg		andy_frame20745.jpg	185			red_frame40765.jpg	223												
frame03203.jpg		andy_frame20746.jpg	186			red_frame40766.jpg	223												
frame03204.jpg		andy_frame20751.jpg	185			red_frame40767.jpg	186												
frame03205.jpg		andy_frame20752.jpg	186			red_frame40768.jpg	223												
frame03206.jpg		andy_frame20753.jpg	385			red_frame40769.jpg	186												
frame03207.jpg		andy_frame20754.jpg	385			red_frame40770.jpg	155												
frame03208.jpg		andy_frame20789.jpg	462			red_frame40771.jpg	186												
frame03209.jpg		andy_frame20790.jpg	385			red_frame40772.jpg	185												
frame03210.jpg		andy_frame20791.jpg	462			red_frame40773.jpg	155												
frame03211.jpg		andy_frame20792.jpg	462			red_frame40774.jpg	155												
frame03212.jpg		andy_frame20793.jpg	462			red_frame40775.jpg	154												
frame03213.jpg		andy_frame20794.jpg	385			red_frame40776.jpg	185												
frame03214.jpg		andy_frame20795.jpg	385			red_frame40777.jpg	186												
frame03215.jpg		andy_frame20796.jpg	462			red_frame40778.jpg	185												
frame03216.jpg		andy_frame20797.jpg	385			red_frame40779.jpg	186												
frame03217.jpg		andy_frame20798.jpg	385			red_frame40780.jpg	185												
frame03218.jpg		andy_frame20799.jpg	385			red_frame40781.jpg	223												
frame03219.jpg		andy_frame20800.jpg	385			red_frame40782.jpg	223												
frame03220.jpg		andy_frame20801.jpg	385			red_frame40783.jpg	223												
frame03221.jpg		andy_frame20802.jpg	385			red_frame40784.jpg	222												
frame03222.jpg		andy_frame20803.jpg	385			red_frame40785.jpg	268												
frame03223.jpg		andy_frame20804.jpg	385			red_frame40786.jpg	267												
frame03224.jpg		andy_frame20805.jpg	462			red_frame40787.jpg	267												
frame03225.jpg		andy_frame20806.jpg	462			red_frame40788.jpg	267												
frame03226.jpg		andy_frame20807.jpg	462			red_frame40789.jpg	267												
frame03227.jpg		andy_frame20808.jpg	385			red_frame40790.jpg	267												
frame03228.jpg		andy_frame20809.jpg	385			red_frame40791.jpg	267												
frame03229.jpg		andy_frame20810.jpg	385			red_frame40792.jpg	268												
frame03230.jpg		andy_frame20819.jpg	385			red_frame40793.jpg	267												
frame03231.jpg		andy_frame20820.jpg	386			red_frame40864.jpg	129												
frame03232.jpg		andy_frame20821.jpg	386			red_frame40866.jpg	155												
frame03233.jpg		andy_frame20822.jpg	386			red_frame40868.jpg	155												
frame03234.jpg		andy_frame20823.jpg	386			red_frame40869.jpg	155												
frame03235.jpg		andy_frame20824.jpg	386			red_frame40870.jpg	155												
frame03236.jpg		andy_frame20825.jpg	386			red_frame40871.jpg	155												
frame03237.jpg		andy_frame20826.jpg	386			red_frame40872.jpg	186												
frame03238.jpg		andy_frame20827.jpg	386			red_frame40873.jpg	155												
frame03239.jpg		andy_frame20828.jpg	386			red_frame40874.jpg	185												
frame03240.jpg		andy_frame20829.jpg	386			red_frame40875.jpg	154												
frame03241.jpg		andy_frame20851.jpg	386			red_frame40876.jpg	186												
frame03242.jpg		andy_frame20852.jpg	386			red_frame40877.jpg	186												
frame03243.jpg		andy_frame20853.jpg	386			red_frame40878.jpg	155												
frame03244.jpg		andy_frame20854.jpg	386			red_frame40879.jpg	186												
frame03245.jpg		andy_frame20855.jpg	386			red_frame40880.jpg	186												
frame03246.jpg		andy_frame20856.jpg	386			red_frame40881.jpg	222												
frame03247.jpg		andy_frame20857.jpg	385			red_frame40882.jpg	222												
frame03248.jpg		andy_frame20858.jpg	385			red_frame41064.jpg	186												
frame03249.jpg		andy_frame20859.jpg	385			red_frame41065.jpg	186												
frame03250.jpg		andy_frame20860.jpg	462			red_frame41066.jpg	185												
frame03251.jpg		andy_frame20861.jpg	462			red_frame41068.jpg	185												
frame03252.jpg		andy_frame20903.jpg	462																
frame03253.jpg		andy_frame20904.jpg	462																
frame03254.jpg		andy_frame20905.jpg	385																
frame03255.jpg		andy_frame20906.jpg	385																
frame03256.jpg		andy_frame20907.jpg	462																
frame03257.jpg		andy_frame20908.jpg	462																
frame03258.jpg		andy_frame20909.jpg	462																
frame03259.jpg		andy_frame20910.jpg	385																
frame03260.jpg		andy_frame20911.jpg	386																
frame03261.jpg		andy_frame20912.jpg	386																
frame03262.jpg		andy_frame20913.jpg	386																
frame03263.jpg		andy_frame20914.jpg	386																
frame03264.jpg		andy_frame20915.jpg	386																
frame03265.jpg		andy_frame20916.jpg	386																
frame03266.jpg		andy_frame20917.jpg	386																
frame03267.jpg		andy_frame20918.jpg	386																
frame03268.jpg		andy_frame20919.jpg	386																
frame03269.jpg		andy_frame20920.jpg	386																
frame03270.jpg		andy_frame20921.jpg	386																
frame03271.jpg		andy_frame20922.jpg	386																
frame03272.jpg		andy_frame21085.jpg	386																
frame03273.jpg		andy_frame21086.jpg	386																
frame03274.jpg		andy_frame21117.jpg	386																
frame03275.jpg		andy_frame21121.jpg	386																
frame03276.jpg		andy_frame21133.jpg	386																
frame03277.jpg		andy_frame21134.jpg	386																
frame03278.jpg		andy_frame21135.jpg	386																
frame03279.jpg		andy_frame21137.jpg	462																
frame03280.jpg		andy_frame21138.jpg	462																
frame03281.jpg		andy_frame21139.jpg	385																
frame03282.jpg		andy_frame21140.jpg	385																
frame03283.jpg		andy_frame21141.jpg	385																
frame03284.jpg		andy_frame21142.jpg	385																
frame03285.jpg		andy_frame21143.jpg	385																
frame03286.jpg		andy_frame21146.jpg	385																
frame03287.jpg		andy_frame21150.jpg	385																
frame03288.jpg		andy_frame21151.jpg	385																
frame03289.jpg		andy_frame21152.jpg	385																
frame03290.jpg		andy_frame21155.jpg	385																
frame03291.jpg		andy_frame21159.jpg	385																
frame03292.jpg		andy_frame21160.jpg	385																
frame03293.jpg		andy_frame21161.jpg	385																
frame03294.jpg		andy_frame21162.jpg	385																
frame03295.jpg		andy_frame21163.jpg	462																
frame03296.jpg		andy_frame21164.jpg	462																
frame03297.jpg		andy_frame21165.jpg	463																
frame03298.jpg		andy_frame21166.jpg	385																
frame03299.jpg		andy_frame21167.jpg	385																
frame03300.jpg		andy_frame21171.jpg	385																
frame03301.jpg		andy_frame21172.jpg	385																
frame03302.jpg		andy_frame21173.jpg	385																
frame03303.jpg		andy_frame21174.jpg	385																
frame03304.jpg		andy_frame21175.jpg	385																
frame03305.jpg		andy_frame21176.jpg	385																
frame03306.jpg		andy_frame21177.jpg	386																
frame03307.jpg		andy_frame21178.jpg	386																
frame03308.jpg		andy_frame21179.jpg	386																
frame03309.jpg		andy_frame21180.jpg	385																
frame03310.jpg		andy_frame21181.jpg	385																
frame03311.jpg		andy_frame21184.jpg	463																
frame03312.jpg		andy_frame21185.jpg	463																
frame03313.jpg		andy_frame21186.jpg	385																
frame03314.jpg		andy_frame21187.jpg	385																
frame03315.jpg		andy_frame21188.jpg	462																
frame03316.jpg		andy_frame21189.jpg	385																
frame03317.jpg		andy_frame21208.jpg	462																
frame03318.jpg		andy_frame21209.jpg	462																
frame03319.jpg		andy_frame21212.jpg	462																
frame03320.jpg		andy_frame21213.jpg	385																
frame03321.jpg		andy_frame21214.jpg	385																
frame03322.jpg		andy_frame21215.jpg	385																
frame03323.jpg		andy_frame21280.jpg	385																
frame03324.jpg		andy_frame21281.jpg	385																
frame03325.jpg		andy_frame21282.jpg	385																
frame03326.jpg		andy_frame21283.jpg	385																
frame03327.jpg		andy_frame21284.jpg	385																
frame03328.jpg		andy_frame21285.jpg	385																
frame03329.jpg		andy_frame21286.jpg	462																
frame03330.jpg		andy_frame21287.jpg	386																
frame03331.jpg		andy_frame21288.jpg	463																
frame03332.jpg		andy_frame21289.jpg	385																
frame03333.jpg		andy_frame21290.jpg	385																
frame03334.jpg		andy_frame21291.jpg	385																
frame03335.jpg		andy_frame21292.jpg	462																
frame03336.jpg		andy_frame21293.jpg	462																
frame03337.jpg		andy_frame21294.jpg	385																
frame03338.jpg		andy_frame21295.jpg	267																
frame03339.jpg		andy_frame21296.jpg	267																
frame03340.jpg		andy_frame21297.jpg	267																
frame03341.jpg		andy_frame21298.jpg	267																
frame03342.jpg		andy_frame21299.jpg	267																
frame03343.jpg		andy_frame21300.jpg	267																
frame03344.jpg		andy_frame21301.jpg	222																
frame03345.jpg		andy_frame21302.jpg	222																
frame03346.jpg		andy_frame21303.jpg	222																
frame03347.jpg		andy_frame21304.jpg	267																
frame03348.jpg		andy_frame21305.jpg	267																
frame03349.jpg		andy_frame21306.jpg	267																
frame03350.jpg		andy_frame21307.jpg	267																
frame03351.jpg		andy_frame21308.jpg	267																
frame03352.jpg		andy_frame21309.jpg	267																
frame03353.jpg		andy_frame21310.jpg	267																
frame03354.jpg		andy_frame21311.jpg	267																
frame03355.jpg		andy_frame21312.jpg	267																
frame03356.jpg		andy_frame21313.jpg	267																
frame03357.jpg		andy_frame21314.jpg	267																
frame03358.jpg		andy_frame21315.jpg	267																
frame03359.jpg		andy_frame21316.jpg	267																
frame03360.jpg		andy_frame21317.jpg	267																
frame03361.jpg		andy_frame21318.jpg	267																
frame03362.jpg		andy_frame21319.jpg	267																
frame03363.jpg		andy_frame21320.jpg	267																
frame03364.jpg		andy_frame21321.jpg	267																
frame03365.jpg		andy_frame21322.jpg	267																
frame03366.jpg		andy_frame21323.jpg	267																
frame03367.jpg		andy_frame21324.jpg	267																
frame03368.jpg		andy_frame21325.jpg	267																
frame03369.jpg		andy_frame21326.jpg	267																
frame03370.jpg		andy_frame21327.jpg	267																
frame03371.jpg		andy_frame21328.jpg	267																
frame03372.jpg		andy_frame21329.jpg	268																
frame03373.jpg		andy_frame21330.jpg	268																
frame03374.jpg		andy_frame21331.jpg	268																
frame03375.jpg		andy_frame21332.jpg	267																
frame03376.jpg		andy_frame21333.jpg	267																
frame03377.jpg		andy_frame21334.jpg	268																
frame03378.jpg		andy_frame21335.jpg	268																
frame03379.jpg		andy_frame21336.jpg	268																
frame03380.jpg		andy_frame21337.jpg	268																
frame03381.jpg		andy_frame21338.jpg	268																
frame03382.jpg		andy_frame21339.jpg	268																
frame03383.jpg		andy_frame21340.jpg	268																
frame03384.jpg		andy_frame21341.jpg	268																
frame03385.jpg		andy_frame21342.jpg	268																
frame03386.jpg		andy_frame21343.jpg	268																
frame03387.jpg		andy_frame21344.jpg	268																
frame03388.jpg		andy_frame21345.jpg	268																
frame03389.jpg		andy_frame21346.jpg	268																
frame03390.jpg		andy_frame21347.jpg	268																
frame03391.jpg		andy_frame21348.jpg	268																
frame03392.jpg		andy_frame21349.jpg	268																
frame03393.jpg		andy_frame21350.jpg	268																
frame03394.jpg		andy_frame21351.jpg	268																
frame03395.jpg		andy_frame21352.jpg	268																
frame03396.jpg		andy_frame21353.jpg	268																
frame03397.jpg		andy_frame21354.jpg	268																
frame03398.jpg		andy_frame21355.jpg	268																
frame03399.jpg		andy_frame21356.jpg	268																
frame03400.jpg		andy_frame21357.jpg	268																
frame03401.jpg		andy_frame21358.jpg	268																
frame03402.jpg		andy_frame21359.jpg	268																
frame03403.jpg		andy_frame21360.jpg	268																
frame03404.jpg		andy_frame21361.jpg	268																
frame03405.jpg		andy_frame21362.jpg	268																
frame03406.jpg		andy_frame21363.jpg	268																
frame03407.jpg		andy_frame21364.jpg	268																
frame03408.jpg		andy_frame21365.jpg	268																
frame03409.jpg		andy_frame21392.jpg	268																
frame03410.jpg		andy_frame21393.jpg	268																
frame03411.jpg		andy_frame21394.jpg	268																
frame03412.jpg		andy_frame21395.jpg	268																
frame03413.jpg		andy_frame21396.jpg	268																
frame03414.jpg		andy_frame21397.jpg	268																
frame03415.jpg		andy_frame21399.jpg	321																
frame03416.jpg		andy_frame21400.jpg	268																
frame03417.jpg		andy_frame21401.jpg	385																
frame03418.jpg		andy_frame21402.jpg	386																
frame03419.jpg		andy_frame21403.jpg	386																
frame03420.jpg		andy_frame21404.jpg	386																
frame03421.jpg		andy_frame21405.jpg	321																
frame03422.jpg		andy_frame21497.jpg	321																
frame03423.jpg		andy_frame21500.jpg	385																
frame03424.jpg		andy_frame21508.jpg	385																
frame03425.jpg		andy_frame21509.jpg	321																
frame03426.jpg		andy_frame21510.jpg	155																
frame03427.jpg		andy_frame21511.jpg	462																
frame03428.jpg		andy_frame21512.jpg	155																
frame03429.jpg		andy_frame21513.jpg	155																
frame03430.jpg		andy_frame21596.jpg	155																
frame03431.jpg		andy_frame21880.jpg	155																
frame03432.jpg		andy_frame21882.jpg	155																
frame03433.jpg		andy_frame21889.jpg	155																
frame03434.jpg		andy_frame21890.jpg	129																
frame03435.jpg		andy_frame21891.jpg	129																
frame03436.jpg		andy_frame21892.jpg	155																
frame03437.jpg		andy_frame21893.jpg	155																
frame03438.jpg		andy_frame21894.jpg	155																
frame03439.jpg		andy_frame21895.jpg	155																
frame03440.jpg		andy_frame22261.jpg	129																
frame03441.jpg		andy_frame22262.jpg	129																
frame03442.jpg		andy_frame22263.jpg	155																
frame03443.jpg		andy_frame22264.jpg	155																
frame03444.jpg		andy_frame22265.jpg	154																
frame03445.jpg		andy_frame22266.jpg	186																
frame03446.jpg		andy_frame22267.jpg	155																
frame03447.jpg		andy_frame22268.jpg	186																
frame03448.jpg		andy_frame22269.jpg	154																
frame03449.jpg		andy_frame22270.jpg	186																
frame03450.jpg		andy_frame22271.jpg	267																
frame03451.jpg		andy_frame22291.jpg	267																
frame03452.jpg		andy_frame22292.jpg	268																
frame03453.jpg		andy_frame22293.jpg	268																
frame03454.jpg		andy_frame22294.jpg	268																
frame03455.jpg		andy_frame22295.jpg	268																
frame03456.jpg		andy_frame22296.jpg	267																
frame03457.jpg		andy_frame22297.jpg	267																
frame03458.jpg		andy_frame22298.jpg	267																
frame03459.jpg		andy_frame22299.jpg	267																
frame03460.jpg		andy_frame22300.jpg	267																
frame03461.jpg		andy_frame22301.jpg	267																
frame03462.jpg		andy_frame22302.jpg	267																
frame03463.jpg		andy_frame22303.jpg	267																
frame03464.jpg		andy_frame22304.jpg	267																
frame03465.jpg		andy_frame22305.jpg	267																
frame03466.jpg		andy_frame22306.jpg	267																
frame03467.jpg		andy_frame22307.jpg	267																
frame03468.jpg		andy_frame22308.jpg	267																
frame03469.jpg		andy_frame22400.jpg	267																
frame03470.jpg		andy_frame22413.jpg	267																
frame03471.jpg		andy_frame22414.jpg	267																
frame03472.jpg		andy_frame22415.jpg	267																
frame03473.jpg		andy_frame22416.jpg	267																
frame03474.jpg		andy_frame22417.jpg	267																
frame03475.jpg		andy_frame22418.jpg	267																
frame03476.jpg		andy_frame22420.jpg	267																
frame03477.jpg		andy_frame22421.jpg	267																
frame03478.jpg		andy_frame22422.jpg	267																
frame03479.jpg		andy_frame22424.jpg	267																
frame03480.jpg		andy_frame22425.jpg	267																
frame03481.jpg		andy_frame22426.jpg	267																
frame03482.jpg		andy_frame22427.jpg	267																
frame03483.jpg		andy_frame22428.jpg	267																
frame03484.jpg		andy_frame22429.jpg	267																
frame03485.jpg		andy_frame22430.jpg	267																
frame03486.jpg		andy_frame22431.jpg	267																
frame03487.jpg		andy_frame22432.jpg	267																
frame03488.jpg		andy_frame22433.jpg	268																
frame03489.jpg		andy_frame22434.jpg	223																
frame03490.jpg		andy_frame22435.jpg	267																
frame03491.jpg		andy_frame22436.jpg	267																
frame03492.jpg		andy_frame22709.jpg	267																
frame03493.jpg		andy_frame22710.jpg	268																
frame03494.jpg		andy_frame22711.jpg	268																
frame03495.jpg		andy_frame22712.jpg	268																
frame03496.jpg		andy_frame22713.jpg	268																
frame03497.jpg		andy_frame22714.jpg	267																
frame03498.jpg		andy_frame22715.jpg	267																
frame03499.jpg		andy_frame22716.jpg	267																
frame03500.jpg		andy_frame22717.jpg	267																
frame03501.jpg		andy_frame22777.jpg	268																
frame03502.jpg		andy_frame22778.jpg	268																
frame03503.jpg		andy_frame22780.jpg	268																
frame03504.jpg		andy_frame22781.jpg	268																
frame03505.jpg		andy_frame22782.jpg	268																
frame03506.jpg		andy_frame22783.jpg	268																
frame03507.jpg		andy_frame22784.jpg	268																
frame03508.jpg		andy_frame22785.jpg	268																
frame03509.jpg		andy_frame22786.jpg	267																
frame03510.jpg		andy_frame22787.jpg	267																
frame03511.jpg		andy_frame22788.jpg	267																
frame03512.jpg		andy_frame22805.jpg	267																
frame03513.jpg		andy_frame22849.jpg	321																
frame03514.jpg		andy_frame22911.jpg	267																
frame03515.jpg		andy_frame22912.jpg	267																
frame03516.jpg		andy_frame22913.jpg	267																
frame03517.jpg		andy_frame22914.jpg	267																
frame03518.jpg		andy_frame22915.jpg	267																
frame03519.jpg		andy_frame22916.jpg	267																
frame03520.jpg		andy_frame22917.jpg	267																
frame03521.jpg		andy_frame22918.jpg	267																
frame03522.jpg		andy_frame22931.jpg	268																
frame03523.jpg		andy_frame22932.jpg	268																
frame03524.jpg		andy_frame22933.jpg	268																
frame03525.jpg		andy_frame22934.jpg	268																
frame03526.jpg		andy_frame22935.jpg	267																
frame03527.jpg		andy_frame22936.jpg	321																
frame03528.jpg		andy_frame22937.jpg	321																
frame03529.jpg		andy_frame22938.jpg	267																
frame03530.jpg		andy_frame22939.jpg	321																
frame03531.jpg		andy_frame22940.jpg	321																
frame03532.jpg		andy_frame22941.jpg	321																
frame03533.jpg		andy_frame22942.jpg	321																
frame03534.jpg		andy_frame22950.jpg	321																
frame03535.jpg		andy_frame22951.jpg	386																
frame03536.jpg		andy_frame22952.jpg	386																
frame03537.jpg		andy_frame22953.jpg	386																
frame03538.jpg		andy_frame22954.jpg	386																
frame03539.jpg		andy_frame22955.jpg	386																
