face_bogs_frame06804.jpg,[0.22597846]
face_bogs_frame06805.jpg,[0.29720068]
face_bogs_frame06809.jpg,[0.16955502]
face_bogs_frame06811.jpg,[0.14776553]
face_bogs_frame06812.jpg,[0.13807529]
face_bogs_frame06813.jpg,[0.32967895]
face_bogs_frame06844.jpg,[0.40160978]
face_bogs_frame06845.jpg,[0.31753424]
face_bogs_frame06846.jpg,[0.2827127]
face_bogs_frame06847.jpg,[0.20012584]
face_bogs_frame06848.jpg,[0.16640489]
face_bogs_frame06849.jpg,[0.20649359]
face_bogs_frame06850.jpg,[0.13444424]
face_bogs_frame06851.jpg,[0.3625165]
face_bogs_frame06852.jpg,[0.29115108]
face_bogs_frame06853.jpg,[0.27565077]
face_bogs_frame06854.jpg,[0.24566656]
face_bogs_frame06855.jpg,[0.25600037]
face_bogs_frame06856.jpg,[0.19511783]
face_bogs_frame06857.jpg,[0.19345658]
face_bogs_frame06858.jpg,[0.29236957]
face_bogs_frame06859.jpg,[0.23831615]
face_bogs_frame06860.jpg,[0.19801323]
face_bogs_frame06874.jpg,[0.43555]
face_bogs_frame06875.jpg,[0.27589858]
face_bogs_frame06876.jpg,[0.39446476]
face_bogs_frame06877.jpg,[0.52587354]
face_bogs_frame06878.jpg,[0.5857823]
face_bogs_frame06879.jpg,[0.5480527]
face_bogs_frame06880.jpg,[0.45111594]
face_bogs_frame06881.jpg,[0.45400825]
face_bogs_frame06882.jpg,[0.5553187]
face_bogs_frame06883.jpg,[0.5591941]
face_bogs_frame06884.jpg,[0.50525844]
face_bogs_frame06885.jpg,[0.4043027]
face_bogs_frame06886.jpg,[0.30918956]
face_bogs_frame06887.jpg,[0.41621685]
face_bogs_frame06888.jpg,[0.38702726]
face_bogs_frame06889.jpg,[0.30530623]
face_bogs_frame06890.jpg,[0.4191398]
face_bogs_frame06891.jpg,[0.4367919]
face_bogs_frame06917.jpg,[0.19181474]
face_bogs_frame06928.jpg,[0.27498677]
face_bogs_frame06929.jpg,[0.2790757]
face_bogs_frame06933.jpg,[0.40463287]
face_bogs_frame06934.jpg,[0.1337616]
face_bogs_frame06935.jpg,[0.15091635]
face_bogs_frame06936.jpg,[0.369847]
face_bogs_frame06942.jpg,[0.23161195]
face_bogs_frame06950.jpg,[0.2641329]
face_bogs_frame06951.jpg,[0.20005618]
face_bogs_frame06952.jpg,[0.27423415]
face_bogs_frame06953.jpg,[0.268046]
face_bogs_frame06954.jpg,[0.22918369]
face_bogs_frame06955.jpg,[0.38228235]
face_bogs_frame06956.jpg,[0.4896703]
face_bogs_frame06957.jpg,[0.434346]
face_bogs_frame06958.jpg,[0.4132697]
face_bogs_frame06959.jpg,[0.19142143]
face_bogs_frame06960.jpg,[0.25949347]
face_bogs_frame06968.jpg,[0.4795887]
face_bogs_frame06969.jpg,[0.28898677]
face_bogs_frame06970.jpg,[0.1911239]
face_bogs_frame06971.jpg,[0.08638945]
face_bogs_frame09089.jpg,[0.17525753]
face_bogs_frame09109.jpg,[0.14641362]
face_bogs_frame09110.jpg,[0.10700184]
face_bogs_frame09114.jpg,[0.2696835]
face_bogs_frame09115.jpg,[0.47615847]
face_bogs_frame09116.jpg,[0.39237756]
face_bogs_frame09165.jpg,[0.32617074]
face_bogs_frame09166.jpg,[0.37997317]
face_bogs_frame09174.jpg,[0.43629566]
face_bogs_frame09175.jpg,[0.37956673]
face_bogs_frame09176.jpg,[0.28167593]
face_bogs_frame09177.jpg,[0.25657353]
face_bogs_frame09178.jpg,[0.1319989]
face_bogs_frame12517.jpg,[0.6382921]
face_bogs_frame12526.jpg,[0.6627897]
face_bogs_frame12527.jpg,[0.5392592]
face_bogs_frame12543.jpg,[0.54646826]
