andyface_resize_frame26844.jpg,6,anger
andyface_resize_frame24504.jpg,10,nonface
andyface_resize_frame19669.jpg,2,sad
andyface_resize_frame16389.jpg,10,nonface
andyface_resize_frame12798.jpg,6,anger
andyface_resize_frame21321.jpg,4,fear
andyface_resize_frame25750.jpg,1,happy
andyface_resize_frame34737.jpg,2,sad
andyface_resize_frame27548.jpg,4,fear
andyface_resize_frame31649.jpg,6,anger
andyface_resize_frame12558.jpg,10,nonface
andyface_resize_frame25742.jpg,8,none
andyface_resize_frame01032.jpg,6,anger
andyface_resize_frame11339.jpg,8,none
andyface_resize_frame30514.jpg,6,anger
andyface_resize_frame11448.jpg,0,neutral
andyface_resize_frame30170.jpg,6,anger
andyface_resize_frame08981.jpg,6,anger
andyface_resize_frame12711.jpg,6,anger
andyface_resize_frame07600.jpg,6,anger
andyface_resize_frame11559.jpg,0,neutral
andyface_resize_frame12368.jpg,0,neutral
andyface_resize_frame32373.jpg,6,anger
andyface_resize_frame12261.jpg,0,neutral
andyface_resize_frame00252.jpg,6,anger
andyface_resize_frame34320.jpg,6,anger
andyface_resize_frame26284.jpg,6,anger
andyface_resize_frame24542.jpg,1,happy
andyface_resize_frame12724.jpg,6,anger
andyface_resize_frame15579.jpg,6,anger
andyface_resize_frame27451.jpg,6,anger
andyface_resize_frame26817.jpg,6,anger
andyface_resize_frame24489.jpg,8,none
andyface_resize_frame24852.jpg,0,neutral
andyface_resize_frame12894.jpg,8,none
andyface_resize_frame10119.jpg,2,sad
andyface_resize_frame30678.jpg,8,none
andyface_resize_frame34911.jpg,10,nonface
andyface_resize_frame26837.jpg,6,anger
andyface_resize_frame30358.jpg,8,none
andyface_resize_frame30288.jpg,6,anger
andyface_resize_frame19717.jpg,1,happy
andyface_resize_frame30820.jpg,2,sad
andyface_resize_frame10818.jpg,4,fear
andyface_resize_frame30060.jpg,8,none
andyface_resize_frame36075.jpg,10,nonface
andyface_resize_frame30227.jpg,6,anger
andyface_resize_frame34303.jpg,6,anger
andyface_resize_frame30783.jpg,8,none
andyface_resize_frame11665.jpg,6,anger
andyface_resize_frame10771.jpg,6,anger
andyface_resize_frame07254.jpg,2,sad
andyface_resize_frame12159.jpg,4,fear
andyface_resize_frame19616.jpg,2,sad
andyface_resize_frame08141.jpg,6,anger
andyface_resize_frame12293.jpg,0,neutral
andyface_resize_frame32562.jpg,6,anger
andyface_resize_frame00898.jpg,2,sad
andyface_resize_frame17019.jpg,6,anger
andyface_resize_frame25735.jpg,6,anger
andyface_resize_frame19714.jpg,1,happy
andyface_resize_frame07330.jpg,6,anger
andyface_resize_frame30406.jpg,6,anger
andyface_resize_frame15786.jpg,6,anger
andyface_resize_frame03074.jpg,6,anger
andyface_resize_frame01240.jpg,10,nonface
andyface_resize_frame34948.jpg,6,anger
andyface_resize_frame14925.jpg,8,none
andyface_resize_frame07635.jpg,2,sad
andyface_resize_frame19825.jpg,1,happy
andyface_resize_frame21315.jpg,6,anger
andyface_resize_frame24561.jpg,1,happy
andyface_resize_frame30356.jpg,8,none
andyface_resize_frame24503.jpg,10,nonface
andyface_resize_frame00254.jpg,6,anger
andyface_resize_frame10511.jpg,6,anger
andyface_resize_frame30360.jpg,6,anger
andyface_resize_frame34918.jpg,10,nonface
andyface_resize_frame30149.jpg,6,anger
andyface_resize_frame27361.jpg,6,anger
andyface_resize_frame07446.jpg,8,none
andyface_resize_frame34915.jpg,10,nonface
andyface_resize_frame11118.jpg,1,happy
andyface_resize_frame30361.jpg,6,anger
andyface_resize_frame16386.jpg,10,nonface
andyface_resize_frame00679.jpg,2,sad
andyface_resize_frame16834.jpg,2,sad
andyface_resize_frame30303.jpg,6,anger
andyface_resize_frame31653.jpg,6,anger
andyface_resize_frame14926.jpg,8,none
andyface_resize_frame16122.jpg,8,none
andyface_resize_frame11433.jpg,6,anger
andyface_resize_frame12345.jpg,0,neutral
andyface_resize_frame00349.jpg,6,anger
andyface_resize_frame20130.jpg,10,nonface
andyface_resize_frame31765.jpg,6,anger
andyface_resize_frame32374.jpg,6,anger
andyface_resize_frame27399.jpg,6,anger
andyface_resize_frame10494.jpg,6,anger
andyface_resize_frame15318.jpg,6,anger
andyface_resize_frame03035.jpg,6,anger
andyface_resize_frame29918.jpg,6,anger
andyface_resize_frame30849.jpg,1,happy
andyface_resize_frame10517.jpg,6,anger
andyface_resize_frame15169.jpg,6,anger
andyface_resize_frame07453.jpg,8,none
andyface_resize_frame10853.jpg,6,anger
andyface_resize_frame22935.jpg,0,neutral
andyface_resize_frame10500.jpg,6,anger
andyface_resize_frame32561.jpg,6,anger
andyface_resize_frame31237.jpg,8,none
andyface_resize_frame10817.jpg,4,fear
andyface_resize_frame24329.jpg,2,sad
andyface_resize_frame16509.jpg,10,nonface
andyface_resize_frame31658.jpg,6,anger
andyface_resize_frame15173.jpg,6,anger
andyface_resize_frame21394.jpg,6,anger
andyface_resize_frame19628.jpg,2,sad
andyface_resize_frame34287.jpg,2,sad
andyface_resize_frame31353.jpg,2,sad
andyface_resize_frame31668.jpg,6,anger
andyface_resize_frame24169.jpg,8,none
andyface_resize_frame21397.jpg,4,fear
andyface_resize_frame36049.jpg,8,none
andyface_resize_frame19809.jpg,8,none
andyface_resize_frame01408.jpg,6,anger
andyface_resize_frame21291.jpg,6,anger
andyface_resize_frame31430.jpg,8,none
andyface_resize_frame21311.jpg,6,anger
andyface_resize_frame19832.jpg,8,none
andyface_resize_frame25746.jpg,8,none
andyface_resize_frame24363.jpg,1,happy
andyface_resize_frame00893.jpg,2,sad
andyface_resize_frame00878.jpg,6,anger
andyface_resize_frame27520.jpg,6,anger
andyface_resize_frame30599.jpg,2,sad
andyface_resize_frame12787.jpg,6,anger
andyface_resize_frame27288.jpg,6,anger
